Date,Total P&L
2019-12-26,0.0
2019-12-27,0.0
2019-12-30,0.0
2019-12-31,0.0
2020-01-01,0.0
2020-01-02,0.0
2020-01-03,0.0
2020-01-06,907.5000000000273
2020-01-07,-1154.9999999999727
2020-01-08,0.0
2020-01-09,0.0
2020-01-10,0.0
2020-01-13,0.0
2020-01-14,0.0
2020-01-15,0.0
2020-01-16,0.0
2020-01-17,0.0
2020-01-20,1244.9999999999818
2020-01-21,0.0
2020-01-22,242.5000000000182
2020-01-23,0.0
2020-01-24,0.0
2020-01-27,0.0
2020-01-28,-844.9999999999818
2020-01-29,0.0
2020-01-30,0.0
2020-01-31,357.4999999999818
2020-02-01,-5055.000000000018
2020-02-03,-817.5000000000182
2020-02-04,1852.4999999999636
2020-02-05,559.9999999999909
2020-02-06,0.0
2020-02-07,0.0
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,7.500000000027285
2020-02-17,37.5
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-24,429.9999999999727
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,425.0
2020-03-02,4644.999999999982
2020-03-03,-3130.000000000018
2020-03-04,-1092.5000000000182
2020-03-05,0.0
2020-03-06,-220.00000000002728
2020-03-09,3205.000000000018
2020-03-11,-1739.9999999999636
2020-03-12,5326.249999999982
2020-03-13,-10911.250000000018
2020-03-16,-5019.999999999982
2020-03-17,-5593.75
2020-03-18,12056.25
2020-03-19,-5378.749999999991
2020-03-20,-5808.750000000009
2020-03-23,-5353.749999999991
2020-03-24,822.5000000000136
2020-03-25,-5935.000000000014
2020-03-26,5013.749999999982
2020-03-27,4675.0
2020-03-30,-5626.249999999982
2020-03-31,162.5
2020-04-01,3739.9999999999636
2020-04-03,104.99999999999545
2020-04-07,5755.000000000018
2020-04-08,-1954.9999999999727
2020-04-09,1114.9999999999636
2020-04-13,-1139.9999999999636
2020-04-15,-5342.500000000018
2020-04-16,558.7500000000091
2020-04-17,-3088.749999999982
2020-04-20,0.0
2020-04-21,-1342.4999999999727
2020-04-22,2787.5
2020-04-23,323.7499999999727
2020-04-24,-3148.750000000018
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,-240.0000000000091
2020-04-30,405.0000000000182
2020-05-04,1752.500000000009
2020-05-05,3096.250000000009
2020-05-06,22.499999999990905
2020-05-07,0.0
2020-05-08,275.0
2020-05-11,668.75
2020-05-12,-838.7499999999818
2020-05-13,-348.7500000000182
2020-05-14,0.0
2020-05-15,0.0
2020-05-18,4126.249999999982
2020-05-19,-3056.25
2020-05-20,1288.7500000000273
2020-05-21,0.0
2020-05-22,0.0
2020-05-26,125.0
2020-05-27,3657.499999999982
2020-05-28,297.4999999999909
2020-05-29,1238.7499999999818
2020-06-01,-1403.749999999991
2020-06-02,1082.5000000000273
2020-06-03,-732.4999999999818
2020-06-04,-1121.250000000009
2020-06-05,0.0
2020-06-08,482.4999999999818
2020-06-09,-5280.000000000018
2020-06-10,0.0
2020-06-11,1186.2499999999727
2020-06-12,4376.249999999982
2020-06-15,-793.75
2020-06-16,277.5000000000091
2020-06-17,-1808.750000000009
2020-06-18,2622.499999999991
2020-06-19,375.0
2020-06-22,0.0
2020-06-23,379.9999999999727
2020-06-24,2850.0
2020-06-25,-1094.9999999999818
2020-06-26,0.0
2020-06-29,0.0
2020-06-30,-975.0
2020-07-01,130.0000000000182
2020-07-02,0.0
2020-07-03,0.0
2020-07-06,0.0
2020-07-07,0.0
2020-07-08,644.9999999999818
2020-07-09,0.0
2020-07-10,0.0
2020-07-13,-1214.9999999999636
2020-07-14,592.5000000000182
2020-07-15,-5202.499999999964
2020-07-16,-82.49999999998181
2020-07-17,1042.4999999999727
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,0.0
2020-07-27,-682.4999999999818
2020-07-28,107.49999999998181
2020-07-29,494.9999999999818
2020-07-30,1452.500000000009
2020-07-31,0.0
2020-08-03,712.5
2020-08-04,1269.9999999999818
2020-08-05,-1030.0000000000182
2020-08-06,-1119.9999999999818
2020-08-07,0.0
2020-08-10,0.0
2020-08-11,0.0
2020-08-12,0.0
2020-08-13,0.0
2020-08-14,1152.500000000009
2020-08-17,0.0
2020-08-18,250.0
2020-08-19,0.0
2020-08-20,0.0
2020-08-21,0.0
2020-08-24,0.0
2020-08-25,0.0
2020-08-26,0.0
2020-08-27,0.0
2020-08-28,0.0
2020-08-31,8010.000000000036
2020-09-01,-495.0000000000273
2020-09-02,0.0
2020-09-03,0.0
2020-09-04,0.0
2020-09-07,0.0
2020-09-08,0.0
2020-09-09,0.0
2020-09-10,394.9999999999818
2020-09-11,0.0
2020-09-14,555.0000000000182
2020-09-15,0.0
2020-09-16,0.0
2020-09-17,0.0
2020-09-18,-1000.0
2020-09-21,4485.000000000036
2020-09-22,-612.5
2020-09-23,-79.99999999997272
2020-09-24,2219.999999999982
2020-09-25,894.9999999999818
2020-09-28,389.9999999999636
2020-09-29,0.0
2020-09-30,0.0
2020-10-01,0.0
2020-10-05,0.0
2020-10-06,0.0
2020-10-07,-322.4999999999909
2020-10-08,0.0
2020-10-09,0.0
2020-10-12,-839.9999999999636
2020-10-13,0.0
2020-10-14,0.0
2020-10-15,5229.999999999973
2020-10-16,0.0
2020-10-19,0.0
2020-10-20,0.0
2020-10-21,-1760.0000000000364
2020-10-22,0.0
2020-10-23,0.0
2020-10-26,690.0000000000091
2020-10-27,162.5
2020-10-28,850.0
2020-10-29,-1572.499999999991
2020-10-30,-1975.0
2020-11-02,-2215.000000000009
2020-11-03,0.0
2020-11-04,0.0
2020-11-05,0.0
2020-11-06,427.5000000000091
2020-11-09,0.0
2020-11-10,437.5
2020-11-11,-4232.499999999982
2020-11-12,0.0
2020-11-13,0.0
2020-11-17,0.0
2020-11-18,0.0
2020-11-19,102.49999999996362
2020-11-20,0.0
2020-11-23,-1550.0
2020-11-24,0.0
2020-11-25,4362.5
2020-11-26,-4992.500000000018
2020-11-27,0.0
2020-12-01,392.5000000000182
2020-12-02,-2675.0
2020-12-03,0.0
2020-12-04,89.99999999996362
2020-12-07,0.0
2020-12-08,0.0
2020-12-09,0.0
2020-12-10,0.0
2020-12-11,-2157.499999999982
2020-12-14,-2007.4999999999818
2020-12-15,0.0
2020-12-16,0.0
2020-12-17,0.0
2020-12-18,0.0
2020-12-21,7977.500000000009
2020-12-22,-5057.499999999982
2020-12-23,1712.5
2020-12-24,0.0
2020-12-28,0.0
2020-12-29,0.0
2020-12-30,0.0
2020-12-31,0.0
2021-01-01,0.0
2021-01-04,-4417.500000000018
2021-01-05,717.4999999999727
2021-01-06,-242.5000000000182
2021-01-07,-235.00000000003638
2021-01-08,292.4999999999727
2021-01-11,0.0
2021-01-12,37.5
2021-01-13,-765.0000000000091
2021-01-14,0.0
2021-01-15,1557.4999999999818
2021-01-18,1225.0
2021-01-19,259.9999999999909
2021-01-20,-505.0000000000182
2021-01-21,-312.5
2021-01-22,2250.0
2021-01-25,3367.500000000018
2021-01-27,2959.999999999991
2021-01-28,-1855.0000000000182
2021-01-29,4614.999999999964
2021-02-01,11107.499999999982
2021-02-02,1355.0000000000182
2021-02-03,-312.5
2021-02-04,880.0000000000182
2021-02-05,-1640.000000000009
2021-02-08,0.0
2021-02-09,-962.5
2021-02-10,-2029.9999999999727
2021-02-11,-140.0000000000091
2021-02-12,-1567.4999999999727
2021-02-15,0.0
2021-02-16,-734.9999999999909
2021-02-17,0.0
2021-02-18,357.4999999999818
2021-02-19,-1280.0000000000182
2021-02-22,5919.999999999982
2021-02-23,-3367.4999999999727
2021-02-25,0.0
2021-02-26,5962.5
2021-03-01,-187.5
2021-03-02,734.9999999999909
2021-03-03,2377.500000000009
2021-03-04,-2094.999999999982
2021-03-05,-2892.4999999999727
2021-03-08,-912.5
2021-03-09,-3250.0
2021-03-10,0.0
2021-03-12,4597.500000000036
2021-03-15,-405.0000000000182
2021-03-16,-517.5000000000182
2021-03-17,2107.499999999982
2021-03-18,5005.000000000018
2021-03-19,-5300.0
2021-03-22,0.0
2021-03-23,0.0
2021-03-24,1540.000000000009
2021-03-25,1872.499999999991
2021-03-26,0.0
2021-03-30,2292.500000000018
2021-03-31,0.0
2021-04-01,-4115.000000000009
2021-04-05,-197.4999999999909
2021-04-06,-1275.0
2021-04-07,39.99999999996362
2021-04-08,0.0
2021-04-09,0.0
2021-04-12,3352.4999999999636
2021-04-13,1155.0000000000182
2021-04-15,-3702.500000000009
2021-04-16,0.0
2021-04-19,-3930.000000000018
2021-04-20,2807.499999999982
2021-04-22,2980.000000000018
2021-04-23,-2550.0
2021-04-26,-1239.9999999999636
2021-04-27,169.9999999999818
2021-04-28,434.9999999999909
2021-04-29,800.0
2021-04-30,1447.5000000000364
2021-05-03,2192.500000000018
2021-05-04,2357.5000000000273
2021-05-05,0.0
2021-05-06,0.0
2021-05-07,0.0
2021-05-10,0.0
2021-05-11,0.0
2021-05-12,-134.9999999999909
2021-05-14,-1462.5
2021-05-17,2052.500000000009
2021-05-18,0.0
2021-05-19,0.0
2021-05-20,1037.5
2021-05-21,1877.500000000009
2021-05-24,0.0
2021-05-25,-1075.0
2021-05-26,0.0
2021-05-27,0.0
2021-05-28,0.0
2021-05-31,1665.000000000009
2021-06-01,0.0
2021-06-02,0.0
2021-06-03,0.0
2021-06-04,0.0
2021-06-07,0.0
2021-06-08,0.0
2021-06-09,277.5000000000091
2021-06-10,0.0
2021-06-11,0.0
2021-06-14,-4219.999999999982
2021-06-15,0.0
2021-06-16,0.0
2021-06-17,0.0
2021-06-18,-1897.499999999991
2021-06-21,3025.0
2021-06-22,0.0
2021-06-23,985.0000000000364
2021-06-24,0.0
2021-06-25,0.0
2021-06-28,0.0
2021-06-29,0.0
2021-06-30,0.0
2021-07-01,0.0
2021-07-02,0.0
2021-07-05,0.0
2021-07-06,0.0
2021-07-07,0.0
2021-07-08,1054.9999999999727
2021-07-09,0.0
2021-07-12,-844.9999999999818
2021-07-13,0.0
2021-07-14,0.0
2021-07-15,0.0
2021-07-16,0.0
2021-07-19,0.0
2021-07-20,-680.0000000000182
2021-07-22,0.0
2021-07-23,0.0
2021-07-26,0.0
2021-07-27,575.0
2021-07-28,-3265.000000000009
2021-07-29,0.0
2021-07-30,0.0
2021-08-02,0.0
2021-08-03,2852.500000000009
2021-08-04,0.0
2021-08-05,0.0
2021-08-06,0.0
2021-08-09,-1827.500000000009
2021-08-10,0.0
2021-08-11,-1447.499999999991
2021-08-12,0.0
2021-08-13,347.5000000000364
2021-08-16,0.0
2021-08-17,0.0
2021-08-18,122.49999999994543
2021-08-20,0.0
2021-08-23,-694.9999999999818
2021-08-24,-625.0
2021-08-25,0.0
2021-08-26,0.0
2021-08-27,0.0
2021-08-30,835.0000000000364
2021-08-31,1715.0000000000546
2021-09-01,162.5
2021-09-02,682.4999999999818
2021-09-03,0.0
2021-09-06,0.0
2021-09-07,-1404.9999999999272
2021-09-08,0.0
2021-09-09,0.0
2021-09-13,0.0
2021-09-14,0.0
2021-09-15,607.4999999999818
2021-09-16,0.0
2021-09-17,979.9999999999272
2021-09-20,-4782.499999999982
2021-09-21,-5167.499999999927
2021-09-22,0.0
2021-09-23,1507.4999999999818
2021-09-24,-477.50000000005457
2021-09-27,-1125.0
2021-09-28,837.5
2021-09-29,-385.0000000000364
2021-09-30,290.00000000005457
2021-10-01,0.0
2021-10-04,-802.4999999999636
2021-10-05,1587.5
2021-10-06,3387.5
2021-10-07,0.0
2021-10-08,0.0
2021-10-11,-869.9999999999818
2021-10-12,0.0
2021-10-13,-382.4999999999818
2021-10-14,0.0
2021-10-18,0.0
2021-10-19,202.50000000005457
2021-10-20,680.0000000000182
2021-10-21,957.5000000000728
2021-10-22,389.9999999999636
