Date,Entry Time,Entry Price,Exit Time Long,Exit Time Short,Exit Price Long,Exit Price Short,P&L Long,P&L Short,Total P&L
2018-05-04,09:16:00,10664.7,15:25:00,15:25:00,10617.0,10617.0,-1192.5000000000182,1192.5000000000182,0.0
2018-05-07,09:16:00,10649.0,15:25:00,15:25:00,10719.3,10719.3,1757.4999999999818,-1757.4999999999818,0.0
2018-05-08,09:16:00,10725.9,15:25:00,15:25:00,10716.5,10716.5,-234.9999999999909,234.9999999999909,0.0
2018-05-09,09:16:00,10708.6,15:25:00,15:25:00,10743.9,10743.9,882.4999999999818,-882.4999999999818,0.0
2018-05-10,09:16:00,10778.2,15:25:00,15:25:00,10716.6,10716.6,-1540.000000000009,1540.000000000009,0.0
2018-05-11,09:16:00,10758.6,15:25:00,15:25:00,10806.0,10806.0,1184.999999999991,-1184.999999999991,0.0
2018-05-14,09:16:00,10820.2,15:25:00,15:25:00,10800.2,10800.2,-500.0,500.0,0.0
2018-05-15,09:16:00,10800.5,15:25:00,09:57:00,10795.7,10903.2,-119.99999999998181,-2567.500000000018,-2687.5
2018-05-16,09:16:00,10759.2,15:25:00,15:25:00,10740.0,10740.0,-480.0000000000182,480.0000000000182,0.0
2018-05-17,09:16:00,10754.2,15:25:00,15:25:00,10671.4,10671.4,-2070.0000000000273,2070.0000000000273,0.0
2018-05-18,09:16:00,10659.0,15:25:00,15:25:00,10595.5,10595.5,-1587.5,1587.5,0.0
2018-05-21,09:16:00,10583.3,15:25:00,15:25:00,10515.0,10515.0,-1707.4999999999818,1707.4999999999818,0.0
2018-05-22,09:16:00,10520.5,15:25:00,15:25:00,10539.5,10539.5,475.0,-475.0,0.0
2018-05-23,09:16:00,10522.5,15:12:00,15:25:00,10420.8,10431.1,-2542.500000000018,2284.999999999991,-257.5000000000273
2018-05-24,09:16:00,10456.0,15:25:00,15:25:00,10526.1,10526.1,1752.500000000009,-1752.500000000009,0.0
2018-05-25,09:16:00,10529.0,15:25:00,15:25:00,10618.5,10618.5,2237.5,-2237.5,0.0
2018-05-28,09:16:00,10642.8,15:25:00,15:25:00,10680.1,10680.1,932.5000000000273,-932.5000000000273,0.0
2018-05-29,09:16:00,10673.2,15:25:00,15:25:00,10631.3,10631.3,-1047.5000000000364,1047.5000000000364,0.0
2018-05-30,09:16:00,10573.0,15:25:00,15:25:00,10615.3,10615.3,1057.4999999999818,-1057.4999999999818,0.0
2018-05-31,09:16:00,10659.7,15:25:00,15:25:00,10742.9,10742.9,2079.9999999999727,-2079.9999999999727,0.0
2018-06-01,09:16:00,10734.6,15:25:00,15:25:00,10686.4,10686.4,-1205.0000000000182,1205.0000000000182,0.0
2018-06-04,09:16:00,10756.3,09:45:00,15:25:00,10652.0,10624.4,-2607.499999999982,3297.499999999991,690.0000000000091
2018-06-05,09:16:00,10602.9,15:25:00,15:25:00,10597.5,10597.5,-134.9999999999909,134.9999999999909,0.0
2018-06-06,09:16:00,10602.5,15:25:00,15:25:00,10685.2,10685.2,2067.500000000018,-2067.500000000018,0.0
2018-06-07,09:16:00,10747.5,15:25:00,15:25:00,10758.8,10758.8,282.4999999999818,-282.4999999999818,0.0
2018-06-08,09:16:00,10722.0,15:25:00,15:25:00,10763.5,10763.5,1037.5,-1037.5,0.0
2018-06-11,09:16:00,10785.2,15:25:00,15:25:00,10782.2,10782.2,-75.0,75.0,0.0
2018-06-12,09:16:00,10800.8,15:25:00,15:25:00,10852.3,10852.3,1287.5,-1287.5,0.0
2018-06-13,09:16:00,10870.4,15:25:00,15:25:00,10858.1,10858.1,-307.4999999999818,307.4999999999818,0.0
2018-06-14,09:16:00,10820.2,15:25:00,15:25:00,10808.1,10808.1,-302.5000000000091,302.5000000000091,0.0
2018-06-15,09:16:00,10794.7,15:25:00,15:25:00,10819.8,10819.8,627.4999999999636,-627.4999999999636,0.0
2018-06-18,09:16:00,10808.5,15:25:00,15:25:00,10796.5,10796.5,-300.0,300.0,0.0
2018-06-19,09:16:00,10775.0,15:25:00,15:25:00,10705.8,10705.8,-1730.0000000000182,1730.0000000000182,0.0
2018-06-20,09:16:00,10750.3,15:25:00,15:25:00,10768.9,10768.9,465.0000000000091,-465.0000000000091,0.0
2018-06-21,09:16:00,10794.8,15:25:00,15:25:00,10742.8,10742.8,-1300.0,1300.0,0.0
2018-06-22,09:16:00,10727.7,15:25:00,15:12:00,10823.0,10831.4,2382.499999999982,-2592.4999999999727,-209.9999999999909
2018-06-25,09:16:00,10813.0,15:25:00,15:25:00,10759.2,10759.2,-1344.9999999999818,1344.9999999999818,0.0
2018-06-26,09:16:00,10739.2,15:25:00,15:25:00,10764.0,10764.0,619.9999999999818,-619.9999999999818,0.0
2018-06-27,09:16:00,10762.2,14:17:00,15:25:00,10660.8,10660.2,-2535.0000000000364,2550.0,14.99999999996362
2018-06-28,09:16:00,10651.2,15:25:00,15:25:00,10589.2,10589.2,-1550.0,1550.0,0.0
2018-06-29,09:16:00,10634.1,15:25:00,15:25:00,10714.2,10714.2,2002.500000000009,-2002.500000000009,0.0
2018-07-02,09:16:00,10701.0,15:25:00,15:25:00,10656.5,10656.5,-1112.5,1112.5,0.0
2018-07-03,09:16:00,10645.3,15:25:00,15:25:00,10708.1,10708.1,1570.0000000000273,-1570.0000000000273,0.0
2018-07-04,09:16:00,10701.8,15:25:00,15:25:00,10772.3,10772.3,1762.5,-1762.5,0.0
2018-07-05,09:16:00,10767.8,15:25:00,15:25:00,10756.5,10756.5,-282.4999999999818,282.4999999999818,0.0
2018-07-06,09:16:00,10739.4,15:25:00,15:25:00,10768.5,10768.5,727.5000000000091,-727.5000000000091,0.0
2018-07-09,09:16:00,10836.5,15:25:00,15:25:00,10855.9,10855.9,484.9999999999909,-484.9999999999909,0.0
2018-07-10,09:16:00,10882.6,15:25:00,15:25:00,10952.2,10952.2,1740.000000000009,-1740.000000000009,0.0
2018-07-11,09:16:00,10925.2,15:25:00,15:25:00,10943.0,10943.0,444.9999999999818,-444.9999999999818,0.0
2018-07-12,09:16:00,11009.8,15:25:00,15:25:00,11014.9,11014.9,127.5000000000091,-127.5000000000091,0.0
2018-07-13,09:16:00,11043.7,15:25:00,15:25:00,11021.3,11021.3,-560.0000000000364,560.0000000000364,0.0
2018-07-16,09:16:00,11010.3,15:25:00,15:25:00,10940.3,10940.3,-1750.0,1750.0,0.0
2018-07-17,09:16:00,10927.8,15:25:00,15:25:00,11014.3,11014.3,2162.5,-2162.5,0.0
2018-07-18,09:16:00,11065.8,12:21:00,15:25:00,10961.5,10986.5,-2607.499999999982,1982.4999999999818,-625.0
2018-07-19,09:16:00,10988.5,15:25:00,15:25:00,10965.5,10965.5,-575.0,575.0,0.0
2018-07-20,09:16:00,10957.3,15:25:00,15:25:00,11009.8,11009.8,1312.5,-1312.5,0.0
2018-07-23,09:16:00,11032.2,15:25:00,15:25:00,11083.3,11083.3,1277.4999999999636,-1277.4999999999636,0.0
2018-07-24,09:16:00,11111.5,15:25:00,15:25:00,11133.2,11133.2,542.5000000000182,-542.5000000000182,0.0
2018-07-25,09:16:00,11138.9,15:25:00,15:25:00,11118.8,11118.8,-502.5000000000091,502.5000000000091,0.0
2018-07-26,09:16:00,11157.5,15:25:00,15:25:00,11173.2,11173.2,392.5000000000182,-392.5000000000182,0.0
2018-07-27,09:16:00,11228.3,15:25:00,15:25:00,11276.5,11276.5,1205.0000000000182,-1205.0000000000182,0.0
2018-07-30,09:16:00,11299.8,15:25:00,15:25:00,11312.7,11312.7,322.5000000000364,-322.5000000000364,0.0
2018-07-31,09:16:00,11289.5,15:25:00,15:25:00,11361.5,11361.5,1800.0,-1800.0,0.0
2018-08-01,09:16:00,11369.5,15:25:00,15:25:00,11332.3,11332.3,-930.0000000000182,930.0000000000182,0.0
2018-08-02,09:16:00,11312.2,15:25:00,15:25:00,11238.2,11238.2,-1850.0,1850.0,0.0
2018-08-03,09:16:00,11310.6,15:25:00,15:25:00,11362.6,11362.6,1300.0,-1300.0,0.0
2018-08-06,09:16:00,11414.8,15:25:00,15:25:00,11387.7,11387.7,-677.4999999999636,677.4999999999636,0.0
2018-08-07,09:16:00,11412.5,15:25:00,15:25:00,11388.4,11388.4,-602.5000000000091,602.5000000000091,0.0
2018-08-08,09:16:00,11404.1,15:25:00,15:25:00,11458.0,11458.0,1347.499999999991,-1347.499999999991,0.0
2018-08-09,09:16:00,11466.4,15:25:00,15:25:00,11471.2,11471.2,120.00000000002728,-120.00000000002728,0.0
2018-08-10,09:16:00,11444.2,15:25:00,15:25:00,11425.5,11425.5,-467.5000000000182,467.5000000000182,0.0
2018-08-13,09:16:00,11347.8,15:25:00,15:25:00,11359.9,11359.9,302.5000000000091,-302.5000000000091,0.0
2018-08-14,09:16:00,11388.5,15:25:00,15:25:00,11431.1,11431.1,1065.000000000009,-1065.000000000009,0.0
2018-08-16,09:16:00,11390.0,15:25:00,15:25:00,11388.5,11388.5,-37.5,37.5,0.0
2018-08-17,09:16:00,11437.8,15:25:00,15:25:00,11467.8,11467.8,750.0,-750.0,0.0
2018-08-20,09:16:00,11516.0,15:25:00,15:25:00,11555.1,11555.1,977.5000000000091,-977.5000000000091,0.0
2018-08-21,09:16:00,11572.3,15:25:00,15:25:00,11573.6,11573.6,32.500000000027285,-32.500000000027285,0.0
2018-08-23,09:16:00,11603.7,15:25:00,15:25:00,11582.0,11582.0,-542.5000000000182,542.5000000000182,0.0
2018-08-24,09:16:00,11565.4,15:25:00,15:25:00,11557.1,11557.1,-207.4999999999818,207.4999999999818,0.0
